Temperature, Rainfall, Humidity, Made-up
96.00,58.00,52.00,87.00
82.00,55.00,33.00,69.10
37.00,71.00,77.00,82.30
68.00,65.00,41.00,71.30
92.00,88.00,59.00,98.60
88.00,85.00,58.00,95.50
35.00,35.00,62.00,61.70
99.00,21.00,88.00,98.70
93.00,29.00,88.00,98.70
49.00,87.00,63.00,83.50
93.00,99.00,77.00,113.10
40.00,83.00,41.00,65.50
57.00,60.00,74.00,85.20
82.00,66.00,63.00,90.40
60.00,62.00,27.00,58.80
63.00,96.00,71.00,96.60
95.00,47.00,65.00,91.10
29.00,88.00,28.00,54.80
95.00,72.00,59.00,95.00
65.00,96.00,79.00,102.20
37.00,22.00,26.00,37.00
40.00,38.00,37.00,49.60
98.00,36.00,48.00,78.80
51.00,28.00,71.00,71.40
76.00,80.00,69.00,95.80
41.00,88.00,30.00,60.80
88.00,87.00,27.00,77.50
55.00,36.00,56.00,66.40
89.00,32.00,63.00,83.00
44.00,59.00,68.00,76.10
85.00,83.00,69.00,100.30
36.00,93.00,55.00,75.30
22.00,37.00,73.00,63.70
70.00,84.00,77.00,99.40
43.00,54.00,51.00,64.00
67.00,21.00,86.00,84.70
98.00,43.00,50.00,82.10
68.00,40.00,84.00,89.60
38.00,94.00,82.00,92.60
35.00,81.00,27.00,54.50
56.00,79.00,52.00,77.30
64.00,37.00,58.00,71.50
52.00,93.00,94.00,105.10
54.00,48.00,96.00,93.60
81.00,56.00,85.00,100.20
30.00,55.00,27.00,44.70
76.00,81.00,92.00,109.90
75.00,72.00,89.00,105.00
33.00,27.00,79.00,68.70
89.00,81.00,21.00,72.50
47.00,22.00,70.00,67.40
22.00,29.00,20.00,29.50
48.00,37.00,51.00,60.90
45.00,46.00,42.00,57.00
26.00,31.00,78.00,66.50
28.00,44.00,34.00,44.80
84.00,82.00,63.00,96.00
71.00,45.00,98.00,100.70
83.00,68.00,98.00,112.40
45.00,48.00,31.00,51.00
68.00,37.00,46.00,65.90
66.00,94.00,98.00,113.40
48.00,35.00,20.00,41.70
39.00,97.00,85.00,95.70
27.00,55.00,92.00,82.50
58.00,45.00,87.00,88.90
99.00,64.00,21.00,71.40
36.00,55.00,65.00,69.90
65.00,37.00,66.00,76.70
46.00,89.00,61.00,81.70
20.00,90.00,82.00,84.20
73.00,21.00,30.00,53.50
60.00,52.00,71.00,82.20
43.00,86.00,62.00,80.20
80.00,79.00,80.00,103.70
59.00,42.00,21.00,48.80
41.00,52.00,87.00,84.20
67.00,91.00,52.00,85.30
69.00,39.00,55.00,72.30
69.00,62.00,95.00,103.20
45.00,64.00,67.00,77.40
60.00,26.00,64.00,70.20
68.00,33.00,58.00,71.90
96.00,21.00,73.00,88.50
71.00,38.00,86.00,91.40
96.00,34.00,68.00,89.40
97.00,28.00,31.00,65.80
39.00,50.00,34.00,51.00
95.00,92.00,89.00,119.00
89.00,22.00,73.00,86.00
72.00,78.00,95.00,109.20
80.00,42.00,46.00,72.20
28.00,74.00,40.00,57.40
83.00,31.00,83.00,92.30
69.00,77.00,97.00,108.90
76.00,46.00,40.00,68.20
33.00,53.00,38.00,51.90
29.00,84.00,79.00,84.20
54.00,35.00,89.00,85.50
32.00,38.00,37.00,46.40
61.00,40.00,91.00,91.00
75.00,27.00,92.00,93.30
80.00,49.00,92.00,101.90
90.00,65.00,35.00,76.50
46.00,77.00,97.00,99.70
95.00,40.00,61.00,86.60
39.00,80.00,99.00,99.00
62.00,29.00,77.00,79.70
96.00,55.00,80.00,102.90
45.00,30.00,99.00,86.40
95.00,42.00,27.00,66.80
41.00,43.00,29.00,46.70
52.00,51.00,35.00,57.10
59.00,22.00,80.00,78.20
62.00,30.00,83.00,83.60
22.00,34.00,37.00,41.20
86.00,71.00,69.00,97.10
47.00,55.00,54.00,67.70
79.00,67.00,89.00,105.10
92.00,67.00,86.00,108.50
84.00,39.00,77.00,91.50
58.00,52.00,27.00,55.00
35.00,86.00,52.00,71.00
35.00,81.00,54.00,70.70
90.00,82.00,60.00,96.60
95.00,100.00,66.00,107.60
75.00,97.00,24.00,73.50
87.00,59.00,81.00,101.10
93.00,41.00,94.00,105.90
81.00,47.00,98.00,105.30
65.00,71.00,91.00,101.90
87.00,20.00,84.00,91.20
82.00,71.00,100.00,114.10
87.00,41.00,99.00,106.50
45.00,96.00,89.00,100.20
26.00,81.00,81.00,83.30
23.00,94.00,82.00,86.60
25.00,77.00,91.00,87.70
73.00,100.00,72.00,102.40
68.00,37.00,20.00,50.30
39.00,61.00,50.00,63.90
62.00,74.00,38.00,69.80
92.00,58.00,81.00,102.80
86.00,20.00,24.00,54.80
69.00,95.00,58.00,90.90
90.00,73.00,61.00,94.50
65.00,55.00,80.00,90.50
43.00,48.00,97.00,89.80
80.00,24.00,76.00,84.80
68.00,45.00,60.00,76.70
76.00,34.00,91.00,95.20
69.00,64.00,77.00,93.00
44.00,72.00,91.00,93.80
68.00,40.00,91.00,93.80
83.00,85.00,43.00,84.50
72.00,40.00,25.00,55.80
54.00,80.00,97.00,103.80
66.00,72.00,32.00,67.20
20.00,66.00,26.00,43.40
98.00,86.00,42.00,90.20
92.00,64.00,91.00,110.60
29.00,48.00,69.00,67.40
77.00,58.00,23.00,62.00
92.00,48.00,26.00,66.80
80.00,77.00,38.00,77.90
23.00,39.00,54.00,53.30
94.00,85.00,52.00,94.30
98.00,59.00,100.00,116.90
55.00,55.00,23.00,52.30
21.00,72.00,98.00,88.80
42.00,98.00,96.00,103.80
61.00,70.00,73.00,89.20
46.00,59.00,40.00,60.10
27.00,86.00,36.00,58.20
48.00,91.00,58.00,81.30
72.00,54.00,66.00,84.60
51.00,56.00,100.00,97.20
61.00,86.00,95.00,107.20
42.00,92.00,86.00,96.00
85.00,33.00,53.00,75.70
33.00,32.00,95.00,79.80
86.00,21.00,77.00,86.90
94.00,49.00,83.00,102.10
24.00,26.00,94.00,73.80
30.00,97.00,73.00,84.90
69.00,89.00,93.00,110.10
60.00,71.00,94.00,101.70
30.00,99.00,36.00,63.30
92.00,74.00,62.00,96.20
91.00,61.00,80.00,102.70
59.00,74.00,23.00,59.60
70.00,50.00,90.00,97.00
53.00,79.00,59.00,80.30
40.00,58.00,29.00,50.80
71.00,91.00,28.00,72.50
85.00,77.00,78.00,103.90
88.00,29.00,65.00,82.90
34.00,79.00,76.00,82.90
41.00,58.00,89.00,87.20
20.00,63.00,82.00,76.10
59.00,68.00,30.00,62.00
30.00,84.00,32.00,56.40
51.00,38.00,75.00,76.80
38.00,23.00,95.00,79.10
32.00,83.00,52.00,68.90
74.00,33.00,56.00,73.10
99.00,45.00,28.00,69.90
53.00,28.00,21.00,42.20
39.00,29.00,64.00,62.70
67.00,72.00,80.00,96.40
75.00,25.00,64.00,75.90
23.00,77.00,33.00,52.10
73.00,98.00,31.00,77.20
93.00,86.00,95.00,120.00
100.00,99.00,67.00,109.90
85.00,30.00,40.00,67.00
44.00,76.00,52.00,71.60
26.00,52.00,49.00,55.40
100.00,58.00,90.00,111.40
48.00,50.00,51.00,64.80
41.00,40.00,83.00,78.20
79.00,78.00,85.00,106.00
45.00,73.00,29.00,57.30
47.00,79.00,38.00,65.30
53.00,53.00,79.00,84.50
97.00,96.00,52.00,98.80
61.00,54.00,90.00,94.60
58.00,52.00,94.00,95.20
78.00,29.00,58.00,74.70
36.00,54.00,30.00,48.60
24.00,42.00,68.00,63.00
95.00,54.00,61.00,90.80
85.00,90.00,53.00,92.80
81.00,35.00,93.00,98.70
71.00,21.00,57.00,68.90
24.00,71.00,97.00,89.10
30.00,56.00,98.00,87.60
83.00,20.00,46.00,66.80
49.00,34.00,81.00,78.40
38.00,24.00,94.00,78.80
99.00,87.00,83.00,115.50
55.00,88.00,60.00,84.40
82.00,69.00,28.00,70.30
44.00,49.00,29.00,49.70
85.00,79.00,87.00,109.90
94.00,69.00,79.00,105.70
24.00,33.00,69.00,60.90
35.00,56.00,83.00,80.60
32.00,73.00,52.00,65.90
49.00,46.00,64.00,71.80
25.00,57.00,80.00,75.10
42.00,97.00,33.00,65.70
80.00,99.00,84.00,112.10
85.00,85.00,51.00,90.10
81.00,57.00,74.00,93.90
38.00,71.00,34.00,56.90
23.00,25.00,40.00,40.70
85.00,32.00,39.00,67.00
95.00,81.00,91.00,116.90
46.00,100.00,79.00,95.80
98.00,27.00,90.00,101.30
99.00,22.00,100.00,106.20
73.00,34.00,45.00,66.40
21.00,45.00,97.00,80.10
69.00,76.00,38.00,73.20
55.00,78.00,95.00,102.40
27.00,73.00,79.00,80.10
23.00,72.00,49.00,60.20
48.00,70.00,80.00,88.20
87.00,73.00,74.00,101.10
52.00,31.00,47.00,58.30
78.00,98.00,73.00,104.40
82.00,89.00,53.00,91.30
70.00,77.00,28.00,67.90
72.00,25.00,88.00,89.10
48.00,52.00,66.00,74.40
55.00,50.00,84.00,87.40
44.00,52.00,31.00,51.80
44.00,49.00,70.00,74.30
50.00,44.00,88.00,86.00
38.00,43.00,72.00,71.30
80.00,98.00,92.00,116.60
44.00,54.00,76.00,79.40
60.00,50.00,75.00,84.00
50.00,62.00,88.00,91.40
39.00,26.00,83.00,73.20
38.00,43.00,60.00,64.10
87.00,26.00,69.00,84.00
68.00,90.00,41.00,78.80
70.00,83.00,60.00,88.90
44.00,35.00,23.00,41.90
61.00,100.00,48.00,83.20
84.00,28.00,60.00,78.00
96.00,89.00,90.00,119.10
51.00,69.00,75.00,86.10
55.00,53.00,20.00,49.90
73.00,100.00,76.00,104.80
89.00,31.00,92.00,100.10
27.00,81.00,68.00,75.90
57.00,67.00,45.00,69.90
49.00,90.00,29.00,64.00
52.00,73.00,67.00,82.90
78.00,66.00,97.00,109.20
81.00,34.00,75.00,87.60
100.00,20.00,96.00,103.60
65.00,45.00,38.00,62.30
42.00,85.00,65.00,81.30
29.00,34.00,56.00,55.40
75.00,73.00,97.00,110.10
96.00,92.00,56.00,99.60
21.00,23.00,67.00,55.50
90.00,87.00,61.00,98.70
69.00,53.00,43.00,69.30
65.00,55.00,93.00,98.30
46.00,32.00,48.00,56.80
91.00,58.00,73.00,97.60
91.00,60.00,43.00,80.20
22.00,54.00,63.00,62.80
64.00,99.00,40.00,79.30
70.00,86.00,29.00,71.20
31.00,88.00,28.00,55.60
89.00,20.00,71.00,84.20
62.00,77.00,49.00,77.30
67.00,100.00,26.00,72.40
51.00,29.00,36.00,50.70
48.00,97.00,35.00,69.30
71.00,97.00,29.00,74.90
29.00,36.00,92.00,77.60
54.00,56.00,73.00,82.20
68.00,79.00,48.00,79.70
47.00,98.00,87.00,100.40
27.00,26.00,81.00,67.20
66.00,44.00,31.00,58.20
58.00,31.00,98.00,91.30
50.00,92.00,48.00,76.40
96.00,53.00,49.00,83.70
87.00,54.00,97.00,109.20
71.00,56.00,47.00,73.40
92.00,67.00,56.00,90.50
74.00,31.00,55.00,71.90
25.00,57.00,85.00,78.10
26.00,24.00,93.00,73.40
26.00,23.00,69.00,58.70
49.00,92.00,96.00,104.80
39.00,98.00,69.00,86.40
38.00,36.00,82.00,75.20
27.00,23.00,51.00,48.30
79.00,97.00,47.00,88.90
80.00,84.00,50.00,87.20
47.00,79.00,27.00,58.70
45.00,91.00,88.00,98.10
78.00,29.00,91.00,94.50
36.00,59.00,85.00,83.10
38.00,55.00,43.00,57.50
42.00,98.00,81.00,94.80
100.00,49.00,26.00,70.30
58.00,41.00,76.00,81.10
31.00,24.00,49.00,49.00
89.00,27.00,33.00,63.50
62.00,93.00,42.00,77.90
53.00,71.00,76.00,88.10
81.00,86.00,89.00,111.60
82.00,88.00,86.00,110.80
50.00,89.00,75.00,91.70
56.00,76.00,56.00,78.80
54.00,57.00,75.00,83.70
38.00,94.00,78.00,90.20
58.00,79.00,74.00,91.30
53.00,70.00,83.00,92.00
55.00,62.00,58.00,75.40
74.00,36.00,64.00,78.80
87.00,36.00,33.00,65.40
96.00,61.00,64.00,95.10
71.00,86.00,86.00,105.80
37.00,36.00,57.00,59.80
75.00,70.00,31.00,69.60
95.00,57.00,75.00,100.10
66.00,29.00,89.00,88.50
57.00,97.00,41.00,76.50
42.00,92.00,90.00,98.40
67.00,20.00,83.00,82.60
26.00,91.00,70.00,79.70
38.00,28.00,41.00,48.20
90.00,30.00,30.00,63.00
98.00,67.00,50.00,89.30
42.00,20.00,53.00,54.60
44.00,21.00,41.00,48.50
54.00,79.00,53.00,77.10
81.00,56.00,22.00,62.40
75.00,57.00,33.00,66.90
47.00,80.00,28.00,59.60
56.00,56.00,94.00,95.60
99.00,91.00,88.00,119.70
35.00,45.00,91.00,82.10
35.00,57.00,65.00,70.10
45.00,71.00,50.00,69.30
25.00,95.00,65.00,77.50
70.00,56.00,90.00,98.80
50.00,33.00,54.00,62.30
89.00,38.00,93.00,102.80
32.00,91.00,96.00,97.70
98.00,92.00,57.00,101.00
92.00,49.00,35.00,72.50
29.00,47.00,62.00,62.90
43.00,39.00,89.00,82.30
85.00,98.00,20.00,75.40
44.00,92.00,62.00,82.40
61.00,61.00,81.00,91.30
59.00,79.00,40.00,71.30
87.00,61.00,83.00,102.90
43.00,39.00,35.00,49.90
64.00,75.00,85.00,99.10
52.00,20.00,92.00,82.00
21.00,91.00,80.00,83.70
28.00,53.00,85.00,78.10
22.00,86.00,28.00,51.40
53.00,86.00,93.00,102.80
99.00,55.00,28.00,72.90
62.00,96.00,71.00,96.20
32.00,98.00,57.00,76.40
81.00,100.00,58.00,97.20
90.00,87.00,100.00,122.10
60.00,58.00,76.00,87.00
80.00,60.00,98.00,108.80
77.00,75.00,98.00,112.10
48.00,63.00,71.00,80.70
51.00,94.00,77.00,94.80
53.00,99.00,65.00,89.90
31.00,62.00,72.00,74.20
91.00,93.00,26.00,79.90
93.00,96.00,33.00,85.80
31.00,68.00,26.00,48.40
49.00,75.00,41.00,66.70
92.00,30.00,60.00,81.80
70.00,82.00,93.00,108.40
20.00,93.00,74.00,80.30
58.00,42.00,47.00,64.00
42.00,78.00,80.00,88.20
67.00,60.00,49.00,74.20
75.00,57.00,70.00,89.10
92.00,20.00,45.00,69.80
82.00,50.00,58.00,82.60
75.00,69.00,88.00,103.50
95.00,69.00,43.00,84.50
20.00,59.00,36.00,47.30
57.00,40.00,82.00,84.00
91.00,28.00,72.00,88.00
98.00,30.00,73.00,92.00
80.00,54.00,32.00,67.40
68.00,89.00,21.00,66.50
56.00,65.00,37.00,64.10
61.00,30.00,46.00,61.00
72.00,51.00,64.00,82.50
78.00,80.00,64.00,93.60
34.00,96.00,89.00,95.80
88.00,49.00,73.00,93.70
54.00,63.00,42.00,65.70
59.00,67.00,27.00,59.90
67.00,65.00,36.00,67.90
79.00,62.00,75.00,95.20
76.00,47.00,46.00,72.10
81.00,27.00,68.00,81.30
50.00,41.00,77.00,78.50
37.00,20.00,38.00,43.60
87.00,87.00,54.00,93.30
85.00,94.00,53.00,94.00
60.00,77.00,57.00,81.30
52.00,93.00,36.00,70.30
83.00,52.00,65.00,87.80
24.00,79.00,26.00,48.90
56.00,88.00,91.00,103.40
67.00,70.00,88.00,100.60
27.00,56.00,97.00,85.80
91.00,36.00,58.00,82.00
74.00,83.00,64.00,92.90
44.00,91.00,37.00,67.10
91.00,29.00,72.00,88.30
63.00,75.00,25.00,62.70
42.00,62.00,91.00,90.00
86.00,92.00,71.00,104.60
99.00,63.00,47.00,86.70
26.00,62.00,60.00,65.00
91.00,60.00,79.00,101.80
39.00,54.00,73.00,75.60
98.00,58.00,70.00,98.60
62.00,80.00,64.00,87.20
82.00,97.00,79.00,109.30
51.00,50.00,79.00,82.80
86.00,55.00,70.00,92.90
54.00,73.00,40.00,67.50
20.00,49.00,68.00,63.50
33.00,84.00,100.00,98.40
79.00,36.00,86.00,94.00
83.00,85.00,22.00,71.90
44.00,97.00,28.00,63.50
44.00,61.00,53.00,67.70
54.00,47.00,84.00,86.10
31.00,70.00,73.00,77.20
40.00,78.00,46.00,67.00
53.00,30.00,77.00,76.40
39.00,34.00,49.00,55.20
39.00,74.00,37.00,60.00
39.00,91.00,69.00,84.30
96.00,48.00,48.00,81.60
95.00,79.00,74.00,106.10
25.00,64.00,48.00,58.00
71.00,58.00,82.00,95.00
78.00,78.00,74.00,99.00
76.00,20.00,46.00,64.00
54.00,50.00,70.00,78.60
37.00,60.00,43.00,58.60
81.00,50.00,29.00,64.80
53.00,60.00,35.00,60.20
43.00,53.00,45.00,60.10
100.00,74.00,85.00,113.20
76.00,36.00,30.00,59.20
78.00,89.00,32.00,77.10
78.00,86.00,83.00,106.80
77.00,42.00,90.00,97.40
26.00,98.00,25.00,54.80
51.00,72.00,82.00,91.20
93.00,63.00,94.00,112.50
60.00,71.00,59.00,80.70
26.00,27.00,31.00,37.10
35.00,56.00,20.00,42.80
20.00,64.00,35.00,48.20
71.00,83.00,79.00,100.70
45.00,83.00,41.00,67.50
29.00,74.00,32.00,53.00
86.00,60.00,72.00,95.60
94.00,46.00,76.00,97.00
59.00,59.00,37.00,63.50
31.00,55.00,74.00,73.30
37.00,60.00,41.00,57.40
77.00,49.00,71.00,88.10
42.00,73.00,77.00,84.90
32.00,100.00,95.00,99.80
80.00,59.00,45.00,76.70
67.00,40.00,79.00,86.20
63.00,64.00,95.00,101.40
25.00,96.00,48.00,67.60
64.00,55.00,41.00,66.70
26.00,85.00,89.00,89.30
57.00,67.00,75.00,87.90
94.00,27.00,80.00,93.70
59.00,34.00,25.00,48.80
97.00,47.00,63.00,90.70
63.00,37.00,99.00,95.70
65.00,100.00,53.00,87.80
88.00,56.00,96.00,109.60
31.00,38.00,24.00,38.20
43.00,24.00,43.00,50.20
37.00,29.00,89.00,76.90
50.00,68.00,79.00,87.80
37.00,88.00,64.00,79.60
35.00,33.00,53.00,55.70
75.00,86.00,85.00,106.80
87.00,35.00,89.00,98.70
62.00,33.00,67.00,74.90
97.00,80.00,30.00,80.80
33.00,40.00,56.00,58.80
78.00,86.00,53.00,88.80
87.00,52.00,78.00,97.20
71.00,53.00,81.00,92.90
32.00,28.00,80.00,69.20
87.00,84.00,59.00,95.40
67.00,83.00,49.00,81.10
75.00,20.00,80.00,84.00
84.00,37.00,68.00,85.50
28.00,88.00,44.00,64.00
22.00,68.00,33.00,49.00
53.00,31.00,44.00,56.90
31.00,40.00,74.00,68.80
89.00,89.00,39.00,85.70
94.00,67.00,78.00,104.50
24.00,49.00,46.00,51.90
79.00,70.00,20.00,64.60
64.00,71.00,29.00,64.30
94.00,91.00,72.00,108.10
62.00,83.00,56.00,83.30
98.00,64.00,64.00,96.80
35.00,33.00,37.00,46.10
94.00,37.00,85.00,99.70
80.00,68.00,98.00,111.20
82.00,37.00,89.00,97.30
73.00,92.00,65.00,95.80
79.00,21.00,41.00,62.50
88.00,29.00,30.00,61.90
74.00,98.00,53.00,90.80
39.00,96.00,55.00,77.40
48.00,95.00,44.00,74.10
41.00,79.00,33.00,59.90
76.00,80.00,89.00,107.80
93.00,97.00,83.00,116.10
61.00,27.00,66.00,72.10
78.00,79.00,48.00,83.70
60.00,52.00,66.00,79.20
34.00,94.00,42.00,67.00
65.00,31.00,53.00,67.10
36.00,72.00,28.00,52.80
83.00,20.00,60.00,75.20
47.00,48.00,100.00,93.20
36.00,82.00,91.00,93.60
80.00,53.00,57.00,82.10
35.00,59.00,94.00,88.10
34.00,56.00,66.00,70.00
40.00,69.00,82.00,85.90
68.00,48.00,64.00,80.00
22.00,22.00,28.00,32.20
26.00,33.00,27.00,36.50
49.00,28.00,27.00,44.20
32.00,98.00,70.00,84.20
26.00,26.00,84.00,68.60
84.00,52.00,75.00,94.20
98.00,59.00,76.00,102.50
89.00,88.00,34.00,82.40
35.00,35.00,82.00,73.70
41.00,75.00,46.00,66.50
97.00,87.00,72.00,108.10
59.00,84.00,65.00,87.80
97.00,40.00,43.00,76.60
71.00,95.00,51.00,87.50
67.00,46.00,41.00,65.20
51.00,62.00,76.00,84.60
25.00,42.00,68.00,63.40
56.00,28.00,66.00,70.40
40.00,39.00,83.00,77.50
70.00,26.00,76.00,81.40
72.00,46.00,79.00,90.00
80.00,72.00,65.00,92.60
98.00,20.00,26.00,60.80
76.00,53.00,71.00,88.90
30.00,31.00,97.00,79.50
54.00,51.00,87.00,89.10
39.00,34.00,71.00,68.40
100.00,89.00,57.00,100.90
30.00,37.00,52.00,54.30
29.00,100.00,63.00,79.40
100.00,37.00,26.00,66.70
35.00,93.00,31.00,60.50
80.00,35.00,96.00,100.10
77.00,35.00,65.00,80.30
30.00,42.00,84.00,75.00
86.00,88.00,94.00,117.20
26.00,48.00,73.00,68.60
69.00,51.00,48.00,71.70
87.00,64.00,21.00,66.60
69.00,53.00,77.00,89.70
53.00,73.00,72.00,86.30
41.00,82.00,28.00,57.80
61.00,27.00,95.00,89.50
33.00,91.00,92.00,95.70
34.00,57.00,33.00,50.50
97.00,60.00,21.00,69.40
66.00,22.00,45.00,60.00
40.00,54.00,30.00,50.20
55.00,47.00,28.00,52.90
21.00,55.00,53.00,56.70
37.00,68.00,37.00,57.40
46.00,39.00,22.00,43.30
27.00,43.00,28.00,40.50
23.00,26.00,75.00,62.00
27.00,89.00,24.00,51.90
20.00,87.00,56.00,67.70
86.00,59.00,61.00,88.70
80.00,50.00,20.00,59.00
70.00,35.00,97.00,96.70
33.00,40.00,54.00,57.60
90.00,54.00,67.00,92.40
76.00,92.00,51.00,88.60
87.00,85.00,65.00,99.30
24.00,64.00,78.00,75.60
24.00,48.00,43.00,49.80
65.00,28.00,36.00,56.00
25.00,69.00,64.00,69.10
82.00,50.00,25.00,62.80
39.00,23.00,58.00,57.30
25.00,42.00,91.00,77.20
46.00,31.00,52.00,58.90
93.00,23.00,37.00,66.30
92.00,87.00,74.00,107.30
43.00,80.00,62.00,78.40
29.00,52.00,28.00,44.00
99.00,85.00,33.00,84.90
44.00,85.00,75.00,88.10
94.00,75.00,27.00,76.30
90.00,80.00,29.00,77.40
36.00,89.00,97.00,99.30
29.00,83.00,30.00,54.50
74.00,53.00,29.00,62.90
71.00,68.00,32.00,68.00
85.00,25.00,42.00,66.70
44.00,23.00,66.00,64.10
75.00,31.00,86.00,90.90
100.00,31.00,69.00,90.70
20.00,59.00,46.00,53.30
70.00,82.00,38.00,75.40
23.00,74.00,83.00,81.20
68.00,51.00,61.00,79.10
63.00,77.00,49.00,77.70
94.00,29.00,33.00,66.10
74.00,24.00,32.00,56.00
81.00,50.00,21.00,60.00
89.00,32.00,28.00,62.00
39.00,67.00,100.00,95.70
99.00,79.00,70.00,105.30
98.00,88.00,66.00,105.20
36.00,100.00,91.00,99.00
59.00,57.00,40.00,64.70
41.00,53.00,75.00,77.30
31.00,71.00,84.00,84.10
71.00,47.00,78.00,89.30
97.00,47.00,51.00,83.50
25.00,74.00,73.00,76.00
32.00,40.00,48.00,53.60
48.00,87.00,84.00,95.70
71.00,41.00,62.00,77.90
64.00,81.00,91.00,104.50
70.00,87.00,53.00,85.90
29.00,41.00,78.00,70.70
69.00,40.00,44.00,66.00
41.00,54.00,41.00,57.20
57.00,84.00,21.00,60.60
23.00,46.00,81.00,71.60
48.00,49.00,53.00,65.70
34.00,39.00,66.00,64.90
63.00,100.00,24.00,69.60
93.00,71.00,36.00,80.10
82.00,48.00,22.00,60.40
94.00,65.00,79.00,104.50
75.00,73.00,49.00,81.30
56.00,95.00,62.00,88.10
38.00,20.00,56.00,54.80
59.00,20.00,96.00,87.20
43.00,23.00,56.00,57.70
46.00,26.00,38.00,49.00
45.00,78.00,58.00,76.20
50.00,32.00,72.00,72.80
59.00,76.00,22.00,59.60
95.00,63.00,75.00,101.90
35.00,46.00,78.00,74.60
92.00,31.00,94.00,102.50
35.00,84.00,98.00,98.00
83.00,57.00,83.00,100.10
88.00,57.00,95.00,109.30
91.00,30.00,70.00,87.40
68.00,86.00,33.00,72.80
58.00,91.00,39.00,73.90
65.00,77.00,83.00,98.90
78.00,80.00,54.00,87.60
52.00,84.00,43.00,71.80
41.00,87.00,31.00,61.10
85.00,36.00,47.00,73.00
90.00,72.00,58.00,92.40
33.00,41.00,42.00,50.70
38.00,46.00,95.00,86.00
51.00,50.00,52.00,66.60
92.00,21.00,27.00,59.30
48.00,61.00,86.00,89.10
83.00,69.00,99.00,113.30
68.00,45.00,64.00,79.10
49.00,41.00,33.00,51.70
100.00,23.00,86.00,98.50
87.00,43.00,38.00,70.50
38.00,32.00,57.00,59.00
90.00,95.00,69.00,105.90
38.00,78.00,32.00,57.80
45.00,70.00,88.00,91.80
52.00,93.00,55.00,81.70
73.00,93.00,97.00,115.30
65.00,83.00,58.00,85.70
50.00,84.00,52.00,76.40
37.00,73.00,89.00,90.10
70.00,96.00,78.00,103.60
25.00,23.00,70.00,58.90
43.00,56.00,27.00,50.20
59.00,71.00,90.00,98.90
52.00,74.00,22.00,56.20
96.00,20.00,67.00,84.60
29.00,99.00,36.00,62.90
96.00,43.00,99.00,110.70
20.00,100.00,90.00,92.00
94.00,60.00,56.00,89.20
34.00,77.00,64.00,75.10
38.00,45.00,95.00,85.70
85.00,85.00,33.00,79.30
33.00,59.00,38.00,53.70
27.00,67.00,73.00,74.70
22.00,31.00,77.00,64.30
89.00,97.00,93.00,120.50
85.00,98.00,25.00,78.40
72.00,42.00,60.00,77.40
78.00,85.00,76.00,102.30
83.00,40.00,79.00,92.60
40.00,59.00,95.00,90.70
78.00,59.00,90.00,102.90
46.00,50.00,75.00,78.40
29.00,72.00,94.00,89.60
56.00,67.00,51.00,73.10
27.00,92.00,64.00,76.80
90.00,97.00,73.00,108.90
47.00,58.00,40.00,60.20
24.00,30.00,21.00,31.20
54.00,66.00,39.00,64.80
49.00,22.00,78.00,73.00
70.00,50.00,39.00,66.40
42.00,36.00,27.00,43.80
54.00,100.00,60.00,87.60
26.00,66.00,36.00,51.80
32.00,40.00,59.00,60.20
40.00,71.00,32.00,56.50
97.00,38.00,73.00,94.00
52.00,93.00,56.00,82.30
20.00,96.00,69.00,78.20
24.00,70.00,97.00,88.80
30.00,38.00,89.00,76.80
85.00,50.00,87.00,101.20
65.00,89.00,82.00,101.90
41.00,32.00,85.00,77.00
58.00,40.00,67.00,75.40
29.00,78.00,61.00,71.60
38.00,21.00,66.00,61.10
22.00,53.00,57.00,58.90
41.00,44.00,27.00,45.80
70.00,68.00,46.00,76.00
24.00,29.00,72.00,61.50
32.00,91.00,51.00,70.70
37.00,76.00,91.00,92.20
76.00,92.00,30.00,76.00
71.00,25.00,36.00,57.50
49.00,79.00,77.00,89.50
37.00,87.00,39.00,64.30
100.00,98.00,83.00,119.20
78.00,66.00,25.00,66.00
78.00,65.00,88.00,103.50
92.00,60.00,83.00,104.60
51.00,41.00,33.00,52.50
92.00,49.00,41.00,76.10
94.00,41.00,50.00,79.90
79.00,33.00,91.00,96.10
26.00,66.00,96.00,87.80
50.00,98.00,61.00,86.00
62.00,65.00,90.00,98.30
80.00,78.00,26.00,71.00
28.00,99.00,64.00,79.30
50.00,30.00,35.00,50.00
87.00,20.00,66.00,80.40
62.00,62.00,77.00,89.60
56.00,72.00,38.00,66.80
56.00,50.00,79.00,84.80
43.00,95.00,58.00,80.50
58.00,74.00,48.00,74.20
87.00,97.00,81.00,112.50
76.00,49.00,93.00,100.90
83.00,27.00,93.00,97.10
58.00,98.00,84.00,103.00
82.00,65.00,52.00,83.50
59.00,82.00,53.00,80.00
20.00,79.00,67.00,71.90
84.00,80.00,74.00,102.00
36.00,45.00,30.00,45.90
41.00,96.00,91.00,99.80
23.00,70.00,28.00,47.00
57.00,68.00,69.00,84.60
92.00,21.00,88.00,95.90
74.00,40.00,40.00,65.60
92.00,82.00,87.00,113.60
45.00,56.00,32.00,54.00
69.00,22.00,37.00,56.40
40.00,89.00,92.00,97.90
59.00,39.00,46.00,62.90
76.00,71.00,29.00,69.10
88.00,46.00,94.00,105.40
